PM2,PM10,SO2,NO2,CO,O3,U,V,Temperature,RH,PSFC,Year,Statistics,Country,code
39.51678365,47.13761773,11.33536943,7.332524491,0.455642567,75.30969451,-0.721622364,1.219187597,297.3782272,77.95451399,96356.48948,2013,May Average,Guangxi,450000
28.48503406,34.84822012,9.262742668,6.94828603,0.348425733,68.51321381,-0.672825922,1.632225796,299.0695345,77.34364901,95985.82438,2013,Jun Average,Guangxi,450000
19.98270943,25.25285562,7.069976501,6.863883786,0.316510514,56.60593707,-1.229580981,4.085923948,299.3785131,81.03343364,96069.46522,2013,Jul Average,Guangxi,450000
29.12279824,36.09825983,9.509182104,7.682341685,0.34348674,63.73339854,-1.065175939,-0.175984069,299.666812,78.00096164,95980.17803,2013,Aug Average,Guangxi,450000
47.35003942,57.11352602,15.22033239,8.195525386,0.474675497,77.52868496,-2.509699464,-3.492258278,296.8957458,76.81028792,96550.8507,2013,Sep Average,Guangxi,450000
61.63896329,73.09878567,17.91975829,10.89501266,0.613042085,83.25619129,-2.901218299,-4.391552477,293.5204032,60.31293222,97187.90885,2013,Oct Average,Guangxi,450000
54.25193031,68.85754904,20.16070514,13.47529581,0.698529171,60.20528035,-3.232367077,-3.690654683,289.5831359,64.77780479,97450.69627,2013,Nov Average,Guangxi,450000
81.84021211,98.32427596,28.7009537,18.86008332,0.877555162,60.34715751,-2.941356853,-4.529302042,282.9810337,56.27676565,97653.63671,2013,Dec Average,Guangxi,450000
87.61121677,103.3444496,20.66255135,19.87183477,1.051349528,60.80125614,-2.154658345,-0.936801355,285.1330213,59.86279458,97657.02052,2014,Jan Average,Guangxi,450000
51.35181477,60.09042404,12.29807812,11.85845722,0.821594134,54.92901102,-2.306917827,-0.295077713,284.6349196,72.36301189,97292.70126,2014,Feb Average,Guangxi,450000
49.0270397,61.11896237,12.66251167,12.07492538,0.794898221,56.2984341,-1.376118961,1.062163152,289.6825947,78.16317148,97147.02633,2014,Mar Average,Guangxi,450000
40.91545128,53.18935888,10.99164901,9.239918953,0.675480605,64.17232135,-1.815414065,1.83617597,295.1835011,78.45476632,96806.56125,2014,Apr Average,Guangxi,450000
38.25058351,51.051919,10.78318827,8.519396954,0.684505753,67.77877438,-0.514067202,1.585715507,297.6006668,78.14466109,96414.14877,2014,May Average,Guangxi,450000
37.59212078,48.54485462,10.52671744,7.343654683,0.595441501,75.44723431,-1.040937874,0.234058341,299.9701741,77.63798045,95902.96605,2014,Jun Average,Guangxi,450000
24.99950011,35.35806177,7.792653889,7.158189337,0.461954711,61.38715293,-1.12256447,1.678961455,300.2071902,80.18653645,95994.45852,2014,Jul Average,Guangxi,450000
30.17627674,43.09923215,10.17796655,7.705658742,0.473021027,63.83190497,-0.958174383,0.485601367,299.2249681,80.56827265,96186.3646,2014,Aug Average,Guangxi,450000
34.99320088,47.6439508,11.82436361,7.783056449,0.539739514,69.01338032,-1.952932198,-0.591504257,298.3313087,77.8753409,96485.50147,2014,Sep Average,Guangxi,450000
57.98033601,74.13560594,17.30483474,10.62356426,0.659937437,89.34313303,-2.719065523,-1.96347911,295.081847,67.19228217,97190.358,2014,Oct Average,Guangxi,450000
50.72708767,66.17754998,19.67430369,12.65089877,0.764331441,54.71632986,-2.53362567,-2.511863765,289.5545913,75.91080479,97400.67785,2014,Nov Average,Guangxi,450000
59.16202857,79.17125889,21.91646962,19.21878964,0.955333415,50.59486557,-3.279432356,-4.614915006,283.2417945,54.3315363,97852.57702,2014,Dec Average,Guangxi,450000
66.32379772,87.20495865,18.09473891,19.76625935,1.096819056,50.31676534,-2.447084567,-1.748033998,284.7884021,68.84679617,97692.65338,2015,Jan Average,Guangxi,450000
63.55441681,79.47579707,13.01123159,15.18253379,1.079022165,51.40075449,-1.552919989,0.342787201,287.6212752,71.99120354,97402.48236,2015,Feb Average,Guangxi,450000
40.98031342,54.54672964,11.44678579,11.16215155,0.904325083,48.83498917,-1.432537004,1.146642659,290.7000607,78.85987152,97209.15523,2015,Mar Average,Guangxi,450000
41.60329171,59.92601987,11.65443614,10.67226616,0.84412362,72.29341028,-0.386725954,1.233928098,294.6832696,65.41454147,96921.06135,2015,Apr Average,Guangxi,450000
29.76493149,42.99758904,10.05119358,7.907729423,0.762204657,66.08205695,-0.165868404,1.563550523,298.592682,78.08351573,96267.15106,2015,May Average,Guangxi,450000
20.19764806,30.11068275,7.794954904,7.108401766,0.547558499,56.57785241,0.187152949,4.15983223,300.1068871,79.84313939,96057.50406,2015,Jun Average,Guangxi,450000
29.70377728,41.72603931,10.75879025,7.090189215,0.630743126,61.9525721,-0.618012329,-0.505433515,299.1988742,76.71820765,95964.34914,2015,Jul Average,Guangxi,450000
31.66059206,45.79472396,10.8542082,8.406834315,0.626096683,60.50125645,-1.030991241,-0.027441633,299.309013,76.11826228,96225.38981,2015,Aug Average,Guangxi,450000
33.21266004,47.21226805,12.7110883,8.344695049,0.688639231,57.14089183,-2.211198045,-1.0180041,297.7118641,80.4935153,96624.7722,2015,Sep Average,Guangxi,450000
41.70022126,59.04226692,15.6718421,11.76384289,0.714860073,65.14714133,-2.383943907,-3.189979553,294.4814527,68.26886471,97167.06382,2015,Oct Average,Guangxi,450000
30.24129454,43.14673699,15.22173195,12.88717723,0.844315989,42.91684264,-2.626159886,-1.549759697,290.665871,80.21878335,97418.89869,2015,Nov Average,Guangxi,450000
35.33492965,49.17509598,16.37326731,13.83576708,0.833152562,41.12131199,-2.850559099,-4.052652364,284.232646,75.8315363,97774.9606,2015,Dec Average,Guangxi,450000
38.82121738,54.02787103,15.01700858,14.54768456,1.003889279,40.22031282,-2.740590838,-2.869251381,283.0739308,78.30380627,97673.41614,2016,Jan Average,Guangxi,450000
46.35388445,63.58930089,14.12459955,12.78531074,0.804752553,56.49070433,-2.27321502,-2.162968714,284.5851969,58.14701595,97810.05209,2016,Feb Average,Guangxi,450000
43.73786462,60.22350505,12.20903714,14.23227393,0.778755455,53.95275826,-1.653948485,1.187023225,290.1466024,71.96615345,97219.31464,2016,Mar Average,Guangxi,450000
34.17189909,48.44365784,10.32798549,9.638649637,0.687484075,59.95431788,-0.369035635,2.031643646,296.4501921,74.59620309,96577.20193,2016,Apr Average,Guangxi,450000
30.62096835,44.96028382,9.721896726,8.721408734,0.628935819,61.3816419,-0.830307627,1.284373913,297.4930311,76.42766625,96501.36964,2016,May Average,Guangxi,450000
19.11842111,29.54529612,7.602392936,7.128809839,0.505752759,55.37944308,0.048254179,2.921293283,299.8265077,78.19410312,96224.6492,2016,Jun Average,Guangxi,450000
19.02873104,29.16600665,6.624195074,7.1366451,0.491262856,50.93763451,0.092486038,3.944369335,300.6082681,76.8987289,96138.05843,2016,Jul Average,Guangxi,450000
27.2017597,39.97598468,9.954178289,7.443805658,0.568537553,60.99528214,-1.414548784,-1.612632832,300.316469,74.71333293,95927.83892,2016,Aug Average,Guangxi,450000
39.29801577,52.73896563,12.68638316,8.458578997,0.593784295,71.14800252,-2.035081993,-3.281727215,297.8886383,73.40905992,96503.31652,2016,Sep Average,Guangxi,450000
33.34656386,47.58502701,13.67284524,9.840537126,0.619473861,62.40742424,-3.018223212,-3.931239967,295.4726438,72.30157964,96895.78841,2016,Oct Average,Guangxi,450000
33.1951315,49.58228351,13.48371586,12.39585304,0.676572375,47.78619174,-2.037024283,-2.695940713,289.4770448,75.58057174,97424.11449,2016,Nov Average,Guangxi,450000
57.11880276,77.69547441,17.60570666,19.74552202,0.838252205,54.38784143,-2.762070681,-3.18696707,286.6762575,65.66132328,97639.14064,2016,Dec Average,Guangxi,450000
59.60293893,75.16959258,13.98369488,15.35859676,0.995707572,49.89710257,-2.574845424,-2.376658223,285.7751643,76.3185812,97632.12237,2017,Jan Average,Guangxi,450000
88.29863027,102.8599218,37.47670844,14.04351778,0.899009512,46.58709388,-1.327621588,1.196397436,278.0179843,71.22227461,89607.38971,2013,Jan Average,Guizhou,520000
60.95519002,71.02472985,22.44118865,9.525505037,0.65073489,51.61225504,-0.559336081,2.051285256,282.8654455,72.07856044,89386.92068,2013,Feb Average,Guizhou,520000
59.97140364,74.53076344,22.02577213,10.54416874,0.544341605,68.63559595,-0.577647229,1.637460711,287.5149363,64.61479983,89216.63834,2013,Mar Average,Guizhou,520000
45.66326282,53.02211752,16.20425043,8.601458119,0.414487607,65.38959145,-0.591690598,1.410266667,289.2969479,70.22944701,88968.07705,2013,Apr Average,Guizhou,520000
43.92567742,51.91376137,16.63187304,8.594392473,0.393975186,71.27015591,-0.593165426,1.113051282,292.4993714,76.29656782,88756.22091,2013,May Average,Guizhou,520000
37.18061282,45.3947218,14.78237137,8.060313675,0.339142308,74.35740855,-0.930976068,1.758544444,295.4729744,75.75461453,88455.69966,2013,Jun Average,Guizhou,520000
18.26516419,24.34962696,9.874493382,6.35670306,0.251811001,58.58462986,0.271862696,5.911156328,296.7886282,78.48489206,88393.02158,2013,Jul Average,Guizhou,520000
28.92400455,36.23729653,12.92751075,7.458318031,0.304682796,63.80387965,-0.749267577,0.727884615,296.2284355,77.29795244,88561.36055,2013,Aug Average,Guizhou,520000
47.69299615,57.3152359,19.02728205,8.98605,0.417720513,71.09274231,-1.796833333,-0.631930769,291.7644385,79.78080085,89127.62677,2013,Sep Average,Guizhou,520000
54.87735277,63.61317204,23.55611249,11.172,0.503846154,67.28145492,-1.840121175,-0.724568652,288.0591799,67.92464392,89604.17293,2013,Oct Average,Guizhou,520000
53.94610171,65.22469915,28.41669829,12.43334829,0.616401709,48.24462863,-1.081462821,0.2523,283.9780043,77.59290641,89705.05763,2013,Nov Average,Guizhou,520000
79.43115881,93.64034243,40.24673987,17.46828122,0.71666584,45.92077792,-1.510065757,-0.670239868,277.875457,67.32600786,89733.36212,2013,Dec Average,Guizhou,520000
81.48277089,96.81410836,34.81078701,16.92932754,0.90607196,50.7203354,-0.490236146,1.557821753,280.1253085,63.38261663,89641.46309,2014,Jan Average,Guizhou,520000
57.92719918,67.27213324,21.26283104,10.76040339,0.70048489,53.05275229,-1.575778388,1.869775641,279.409886,71.49285348,89271.98168,2014,Feb Average,Guizhou,520000
51.32921133,66.37168073,20.29175931,10.69820471,0.63135153,63.22920099,-0.638604218,2.075511993,285.6249723,71.04439537,89233.4949,2014,Mar Average,Guizhou,520000
46.54203077,60.07176154,16.12744188,8.93564188,0.494688034,68.36697949,-1.075483333,2.049170513,290.017265,75.95681838,89078.84041,2014,Apr Average,Guizhou,520000
46.58857031,59.63228495,14.48891356,9.066034326,0.472579404,70.28751861,-0.839697684,0.891211745,292.351072,77.53532796,89009.58536,2014,May Average,Guizhou,520000
47.07232906,58.15355085,12.91384444,7.992207265,0.488697863,72.88251667,-1.764263248,-0.106530769,294.8740085,82.09682137,88485.72853,2014,Jun Average,Guizhou,520000
31.62688751,42.76113772,9.89614847,8.157063689,0.380885029,65.48988544,-1.081950786,1.480917701,295.9258234,84.05060918,88535.27443,2014,Jul Average,Guizhou,520000
39.04915591,51.15018197,11.7089512,8.157504549,0.405939206,67.33683457,-1.119157568,0.846331679,294.8016931,83.38676799,88714.22216,2014,Aug Average,Guizhou,520000
36.27955256,46.59772778,11.88372051,8.108451709,0.447423504,64.47658846,-1.373763675,1.241403419,293.482218,83.0054453,88998.86425,2014,Sep Average,Guizhou,520000
51.27896526,64.8820823,16.47777833,9.860455748,0.504906121,67.44422539,-1.504449959,0.842986352,289.7673912,75.12610918,89651.42309,2014,Oct Average,Guizhou,520000
42.2781812,57.89591624,21.09631709,12.41158803,0.580673504,41.90316538,-1.43288547,0.659495299,283.5848487,82.56334188,89606.71429,2014,Nov Average,Guizhou,520000
58.60429487,83.09126634,28.63268362,19.17460132,0.999031844,43.37436394,-1.642419355,-0.547554177,277.82333,65.66450289,89924.93482,2014,Dec Average,Guizhou,520000
54.86787345,77.14071795,24.51337138,17.79398801,0.942117039,43.22361208,-1.328502895,0.509081059,279.1089673,75.6708627,89722.79299,2015,Jan Average,Guizhou,520000
42.8442674,61.46375366,18.64255952,12.7421891,0.807437729,50.52032646,-0.68735348,1.174552656,281.3634606,73.91174405,89456.41029,2015,Feb Average,Guizhou,520000
37.986244,57.20875641,16.24301944,11.13087138,0.674852357,57.60508643,-0.934252688,1.866240281,286.0197138,73.23102151,89324.04192,2015,Mar Average,Guizhou,520000
34.12245256,52.45880598,13.14094658,10.40508675,0.507607692,69.6133359,0.363057692,1.209324359,289.679432,65.95230898,89151.36836,2015,Apr Average,Guizhou,520000
32.28502151,48.82159967,11.55251241,8.42442349,0.491791977,68.06021671,-0.67114971,0.549545906,293.1885186,77.55112448,88719.39605,2015,May Average,Guizhou,520000
22.08300385,34.95096752,9.83447094,7.44837735,0.450835043,58.60674231,-0.067645299,1.922532051,295.4576504,81.80469487,88474.96297,2015,Jun Average,Guizhou,520000
30.33458809,47.56725352,10.6866737,8.847616625,0.467851944,68.69666336,-1.075660463,-0.70474483,294.7630504,78.76012821,88553.78912,2015,Jul Average,Guizhou,520000
27.11974731,42.45926716,10.45618817,8.904205956,0.463341605,60.16478949,-0.996909429,0.64845823,294.5374371,82.08656534,88749.53643,2015,Aug Average,Guizhou,520000
30.5932812,46.40237308,12.59413803,8.870290171,0.534252564,55.80964017,-2.06471453,0.573726496,292.422868,85.6927312,89124.23524,2015,Sep Average,Guizhou,520000
35.75859471,54.43141356,14.30676344,11.11023739,0.520621588,58.63094954,-1.282410256,-0.273596361,289.0206468,76.8015062,89598.58871,2015,Oct Average,Guizhou,520000
28.95012821,45.07619444,15.99458419,12.26466966,0.661923077,40.36148034,-0.981713248,1.830431624,284.9384128,84.46435385,89612.23251,2015,Nov Average,Guizhou,520000
37.18289702,54.22869189,21.0714756,14.52418114,0.67764847,40.48359181,-1.524863937,-0.261423077,278.4146571,83.16592308,89854.88075,2015,Dec Average,Guizhou,520000
38.98743466,57.02999049,18.89923987,14.01823201,0.842925972,42.44768941,-1.348414806,0.386725393,277.1570715,82.88942721,89678.28207,2016,Jan Average,Guizhou,520000
43.08858576,60.32549912,17.11271309,12.1799832,0.682782493,59.28816534,-0.526161362,0.348999116,279.7421508,60.54045402,89808.14449,2016,Feb Average,Guizhou,520000
39.64692804,59.7406464,13.98315261,12.79138586,0.645188172,62.19177626,-0.924657568,1.790686518,285.0209256,73.52321836,89323.63026,2016,Mar Average,Guizhou,520000
29.85611368,47.63696239,10.74529744,10.78698376,0.536585043,61.57044615,-0.333542308,1.136222222,290.1989103,76.75827821,88893.3431,2016,Apr Average,Guizhou,520000
30.39516625,48.71307031,9.614830852,8.834614971,0.470031017,69.14091315,-0.439822167,1.113535153,292.1057246,77.10669438,88928.1428,2016,May Average,Guizhou,520000
23.03790456,37.41202906,8.142046154,7.648553846,0.422295299,62.40536667,0.28757906,2.495441026,295.5144658,79.51513205,88628.26686,2016,Jun Average,Guizhou,520000
17.42421381,28.73951075,6.980298594,7.448998759,0.362371381,57.05855749,0.514532672,3.965899504,297.0506088,77.93451696,88520.82757,2016,Jul Average,Guizhou,520000
27.49283788,44.14054012,10.81062076,8.796683623,0.500169148,64.20388213,-1.97291646,-1.578573201,295.8054132,82.15291315,88615.78256,2016,Aug Average,Guizhou,520000
38.05827436,55.62437735,13.04191197,9.904180343,0.504189316,72.45661838,-1.827586325,-0.959057265,292.643665,78.9514406,89083.3044,2016,Sep Average,Guizhou,520000
30.27749017,47.94451447,13.23596485,10.40171754,0.55345244,54.37490198,-1.678526468,-0.403326716,289.3053474,81.86871671,89392.11321,2016,Oct Average,Guizhou,520000
32.58289658,51.72208376,15.62475342,13.52872222,0.637258974,43.87352479,-0.870198718,-0.036438889,283.7090543,81.79160727,89660.94626,2016,Nov Average,Guizhou,520000
50.09896113,74.90654095,20.81145616,18.93158271,0.841326303,42.39224814,-1.11395244,-0.02298263,280.5772349,77.81926096,89776.77105,2016,Dec Average,Guizhou,520000
47.73956452,67.94568983,16.8973871,13.98892763,0.909681555,43.76989537,-1.215841191,0.994911911,279.7109438,82.65661125,89698.986,2017,Jan Average,Guizhou,520000
42.45448699,53.20202289,7.831438085,9.561735692,0.486420395,62.68961498,-4.070736733,-3.048453694,291.136025,84.43150052,99639.35869,2013,Jan Average,Hainan,460000
20.29635714,29.93830415,4.002771889,5.582822581,0.335541475,62.08839631,-3.801158986,-1.457449309,293.6962742,86.98337788,99445.73918,2013,Feb Average,Hainan,460000
17.04596878,24.51590635,2.763450572,4.292782518,0.254376691,61.62697191,-2.395346514,1.628738814,295.7382955,80.78016857,99194.27276,2013,Mar Average,Hainan,460000
16.96703871,23.79978065,2.671864516,4.376430107,0.252503226,54.72624516,-1.90636129,1.916412903,297.741114,83.19841505,98885.18419,2013,Apr Average,Hainan,460000
10.70920916,15.81983559,2.097544225,4.156926119,0.22440999,54.7639667,-0.053771072,2.784091571,300.1632383,81.16260146,98584.00622,2013,May Average,Hainan,460000
13.59876774,18.73864946,3.221509677,3.979713979,0.216262366,53.87392473,1.568204301,2.216784946,300.1796344,79.63275269,98204.78928,2013,Jun Average,Hainan,460000
5.673442248,8.500316337,1.417306972,3.600899064,0.166397503,42.45996462,-0.466185224,3.256045786,299.9472279,82.71469927,98307.88952,2013,Jul Average,Hainan,460000
9.151600416,13.83237045,2.611277836,3.978551509,0.183005203,44.58919875,1.816849115,1.913644121,300.1623288,81.84651613,98161.61586,2013,Aug Average,Hainan,460000
17.98901505,24.04752688,4.475137634,4.220329032,0.224307527,55.46762581,-2.399765592,-1.974251613,299.2947785,83.43977634,98467.86171,2013,Sep Average,Hainan,460000
40.63042664,51.46661602,8.875458896,7.044980229,0.422724246,82.56884079,-4.089325702,-4.384116545,297.0395775,77.61719251,99063.94319,2013,Oct Average,Hainan,460000
26.86252258,40.48216129,8.515073118,7.446972043,0.501731183,62.04484301,-4.864369892,-4.662666667,295.0265871,82.14962581,99308.2834,2013,Nov Average,Hainan,460000
56.61377107,70.23186472,14.43116961,12.97925286,0.650420395,71.32857024,-3.262526535,-5.370412071,289.6194235,76.37927992,99582.14595,2013,Dec Average,Hainan,460000
43.26439542,57.25939854,7.750632674,9.501152965,0.565117586,75.68711134,-3.617219563,-3.034074922,290.1482872,77.81843913,99731.99704,2014,Jan Average,Hainan,460000
21.85489171,30.36735023,4.27435023,6.295896313,0.472453917,53.40190092,-2.583599078,-0.810361751,291.0692558,84.36099078,99415.00575,2014,Feb Average,Hainan,460000
20.02134651,29.35236837,2.93519667,5.67064308,0.37169615,54.64587929,-2.819675338,1.241916753,294.9830947,84.95696982,99304.80742,2014,Mar Average,Hainan,460000
18.2706129,24.6941871,2.401208602,4.339208602,0.310737634,51.11603011,-2.452627957,1.981582796,297.9577591,84.67229462,98975.36483,2014,Apr Average,Hainan,460000
10.59141935,15.81356296,2.046653486,4.545184183,0.274197711,47.28072841,0.017727367,3.579034339,300.2973174,80.7662872,98651.50447,2014,May Average,Hainan,460000
9.410415054,13.96030968,2.387511828,5.539384946,0.269352688,49.08797634,2.367356989,2.438412903,301.3701247,77.72106237,98116.86219,2014,Jun Average,Hainan,460000
8.955057232,13.04118418,2.092133195,5.36653486,0.248772112,42.86325078,1.232210198,2.302027055,300.794641,80.94458689,98192.76884,2014,Jul Average,Hainan,460000
7.899506764,12.23558377,2.175791884,5.508283039,0.249650364,39.57828928,1.732024974,2.8890718,300.3549844,81.43930073,98403.32854,2014,Aug Average,Hainan,460000
19.58001721,27.20132688,4.626475269,5.815524731,0.311565591,49.90969677,-0.042509677,0.200273118,299.4008581,82.22419785,98552.56653,2014,Sep Average,Hainan,460000
28.67583559,42.03879709,6.701941727,6.749972945,0.391779396,80.45347554,-4.119398543,-3.203552549,297.785796,79.83103226,99110.06676,2014,Oct Average,Hainan,460000
23.98671828,34.17813118,7.09132043,7.504901075,0.41847957,62.54908172,-4.306662366,-3.036655914,295.6677591,85.25714194,99351.29217,2014,Nov Average,Hainan,460000
32.97897815,46.74963996,11.32798959,9.995918834,0.536154006,57.18256816,-4.420451613,-5.891966701,290.9161041,82.51306348,99708.50504,2014,Dec Average,Hainan,460000
34.65084287,46.2198897,7.203329865,9.573485953,0.519279917,65.44650988,-3.75687409,-3.057234131,290.3733382,80.41201249,99733.44971,2015,Jan Average,Hainan,460000
32.79586866,42.12841014,5.127804147,4.378004608,0.453322581,61.91085023,-2.900748848,-0.245336406,292.6993733,81.59150691,99558.58044,2015,Feb Average,Hainan,460000
17.46394589,25.66900312,2.327712799,3.740522373,0.313735692,59.03685952,-2.653433923,1.648595213,296.0790968,81.0572154,99379.58523,2015,Mar Average,Hainan,460000
18.11002151,26.8451871,3.534546237,5.494690323,0.360034409,60.05152473,-2.335509677,0.881632258,297.704972,75.80994624,99104.34632,2015,Apr Average,Hainan,460000
6.014543184,9.949912591,1.231311134,4.094049948,0.258536941,50.63692404,1.318990635,4.925404787,301.4199417,75.52533403,98573.00064,2015,May Average,Hainan,460000
5.141163441,9.023258064,1.334972043,4.124492473,0.218853763,43.4066129,0.949554839,4.073346237,301.2339699,77.50790108,98381.28833,2015,Jun Average,Hainan,460000
13.16683039,19.81388762,3.66030385,5.115477628,0.295090531,56.27500937,3.555939646,2.632020812,300.262281,78.17997503,98232.22796,2015,Jul Average,Hainan,460000
16.34352758,24.54371904,4.07951717,5.349048907,0.299069719,56.57248075,1.516649324,1.655019771,300.4635983,78.82584808,98418.76651,2015,Aug Average,Hainan,460000
15.72463226,21.88282581,3.575827957,5.142307527,0.335436559,59.29392903,-1.718103226,0.508647312,299.9768989,81.66777849,98675.18923,2015,Sep Average,Hainan,460000
30.20361707,40.25593756,7.529467222,7.668310094,0.442006243,79.76157752,-2.467065557,-2.718620187,297.7198085,80.57196254,99135.66328,2015,Oct Average,Hainan,460000
15.25848602,24.26177419,4.608417204,4.57268172,0.334686021,63.57830538,-4.760550538,-2.038419355,296.8061699,83.63310323,99379.71566,2015,Nov Average,Hainan,460000
24.37562747,36.8082768,9.016108221,8.295300728,0.529011446,61.07117586,-3.883868887,-3.773979188,293.1386597,84.92325911,99686.88038,2015,Dec Average,Hainan,460000
23.43528408,36.35257648,6.871467222,9.669279917,0.561806452,58.45150885,-3.580751301,-2.674976067,291.8472404,87.05681165,99652.96754,2016,Jan Average,Hainan,460000
28.79543938,41.62851168,7.899813126,7.144355951,0.51396663,66.22286318,-2.824458287,-3.294551724,290.1651635,79.4505762,99858.09777,2016,Feb Average,Hainan,460000
20.08950052,29.69352133,4.179843913,6.330807492,0.369854318,68.62984183,-2.303242456,0.663939646,294.8061145,77.44309261,99392.187,2016,Mar Average,Hainan,460000
11.12264946,16.59436559,1.730987097,5.215866667,0.293860215,51.7208086,-0.325632258,4.376963441,299.923628,73.60576129,98842.87183,2016,Apr Average,Hainan,460000
14.59533611,22.41540687,3.608917794,4.930047867,0.307408949,57.87653694,-0.47449948,2.451895942,300.2226993,78.85499896,98691.43742,2016,May Average,Hainan,460000
7.304331183,9.262032258,1.438858064,4.913453763,0.238212903,47.86019355,0.512187097,3.408767742,301.2891936,77.96426667,98501.82237,2016,Jun Average,Hainan,460000
6.614208117,10.74884912,1.601587929,4.303359001,0.226772112,45.14945057,0.999132154,3.480522373,300.7883143,79.65692196,98440.02519,2016,Jul Average,Hainan,460000
12.80050572,19.56717378,3.587442248,5.716316337,0.266156087,50.91663684,2.679242456,1.718432883,300.5884474,80.79956504,98081.84498,2016,Aug Average,Hainan,460000
19.82034839,28.12308817,5.708810753,5.586372043,0.31211828,58.38683226,-0.707939785,-0.915535484,299.7942129,81.64952903,98517.67246,2016,Sep Average,Hainan,460000
21.59515089,31.93834339,7.463548387,5.726973985,0.361402706,61.72402497,-2.606434964,-3.59858897,298.3593736,83.28126535,98733.5856,2016,Oct Average,Hainan,460000
19.38527312,30.13081935,7.369621505,6.53091828,0.393827957,59.96518925,-4.153752688,-3.931817204,295.5175097,85.78603656,99333.62743,2016,Nov Average,Hainan,460000
30.79613319,45.35967118,10.43837877,8.167013527,0.513741935,74.54170864,-4.580872008,-4.946366285,292.813232,81.58531946,99561.23478,2016,Dec Average,Hainan,460000
24.47576691,36.72856608,5.986514048,6.100116545,0.483845994,69.85076795,-4.653373569,-3.459719043,292.5524474,85.37297607,99599.21812,2017,Jan Average,Hainan,460000
133.3214965,196.6420854,86.86092265,53.94261032,2.396196477,30.48441708,1.679858943,-1.949830423,264.232238,61.70603962,96196.94115,2013,Jan Average,HeBei,130000
94.05613757,133.7364333,53.81786994,33.53966035,1.473729732,41.70309951,1.524970558,-1.881353473,266.5177377,61.59405658,96152.83916,2013,Feb Average,HeBei,130000
68.55592438,125.0244352,43.61810999,32.4712699,1.18648707,49.57741126,1.214847959,-0.226936447,276.0466085,42.88192778,95517.57771,2013,Mar Average,HeBei,130000
49.84955755,94.57288133,27.98014456,24.35160135,0.874031462,65.90728594,1.332429311,-1.897317403,281.1922437,39.85869972,95147.63386,2013,Apr Average,HeBei,130000
65.96469881,116.2721205,29.94216788,24.79790226,0.842210275,84.33013913,0.967874514,0.490619725,291.7687814,40.27539138,94836.44958,2013,May Average,HeBei,130000
74.50836241,110.8643274,23.05947551,22.22446794,0.835587814,91.14738232,-0.138746714,2.357935086,295.8306567,53.40116129,94547.78396,2013,Jun Average,HeBei,130000
53.91688249,82.81134428,17.16076078,18.20522334,0.76283501,82.07030755,0.353554168,0.869367557,297.9890781,61.64021583,94260.14272,2013,Jul Average,HeBei,130000
51.58766524,84.07376614,18.90934636,19.34250357,0.790136432,82.32338189,0.91178749,0.751341195,297.7618927,58.88030293,94556.90783,2013,Aug Average,HeBei,130000
65.71339307,105.0388853,24.07938949,28.1873632,0.993601752,62.96737117,0.478524492,0.869504182,290.9940613,58.36424413,95409.73425,2013,Sep Average,HeBei,130000
78.7337827,130.3652368,29.25178055,39.79642463,1.14016341,44.45981269,1.059142097,-0.340492542,284.4274174,47.56859521,95941.76547,2013,Oct Average,HeBei,130000
61.8566348,110.018552,37.50817125,38.10673915,1.160816806,34.78133851,3.373456392,-2.659622461,276.1515161,40.4042959,95853.98332,2013,Nov Average,HeBei,130000
92.74771111,143.816262,54.36419817,46.63936794,1.691097622,29.21093151,2.630464023,-3.027719582,269.2802143,40.68071068,96048.32057,2013,Dec Average,HeBei,130000
98.97282884,153.3938082,60.27265387,46.61155702,1.769355609,28.76566308,1.877802443,-1.22177323,269.5204571,41.89345011,96059.95953,2014,Jan Average,HeBei,130000
114.8224607,161.1490254,53.86021505,41.03578768,1.701438385,38.04257382,0.379850231,-0.4745844,268.9110667,59.86613501,96263.38501,2014,Feb Average,HeBei,130000
69.52637993,121.7286538,36.08603654,35.03906463,1.118682314,51.86216364,0.966618106,-0.843442787,279.3238702,37.76657301,95665.12778,2014,Mar Average,HeBei,130000
61.62870968,112.1768279,23.36212704,27.22187614,0.835622461,68.42341696,0.483153724,0.55371127,286.7393289,39.10953166,95493.16698,2014,Apr Average,HeBei,130000
50.92714803,98.43431649,20.60124099,21.99663545,0.701228658,83.41087178,2.386548349,0.136437738,291.6893074,34.24219987,94470.25762,2014,May Average,HeBei,130000
47.38517443,72.70534528,16.24312306,18.02312784,0.697787336,91.587454,-0.218166069,0.15143648,295.476366,50.40295579,94610.20917,2014,Jun Average,HeBei,130000
57.5016395,84.35129803,16.26690908,18.33844491,0.781262959,93.48640998,0.458735114,1.615344741,298.6834147,51.85892589,94507.58855,2014,Jul Average,HeBei,130000
47.19370679,75.10829267,15.49210891,18.77393148,0.754846803,83.83618838,0.194701892,0.413854396,295.6423837,58.53576521,94880.84455,2014,Aug Average,HeBei,130000
49.15699044,76.73684668,16.33731581,23.0450904,0.806600159,59.36528793,0.127408602,0.199132218,290.4178965,62.3122262,95385.33196,2014,Sep Average,HeBei,130000
78.29283655,123.243452,23.17681235,37.43891471,1.02828458,42.52978302,1.027093691,0.252511273,285.3731907,50.95146799,95738.30936,2014,Oct Average,HeBei,130000
